,Unnamed: 0,id,機構名稱,地址,連絡人,連絡電話,Email,距離(km),lat,lng
377,377,378,麗園犬舍,宜蘭縣壯圍鄉中央五路50巷2號 room,林廖素環,,,,22.75753,120.26594
378,378,379,三寶動物醫院,宜蘭縣五結鄉中正路一段156號 room,吳中勇,039567273,,,22.75753,120.26594
379,379,380,春日動物醫院,桃園市桃園區春日路977號 room,黃國倉,033559338,h431215@ms28.hinet.net,,22.75753,120.26594
380,380,381,安欣動物醫院,桃園市桃園區民生路558號 room,邊成忠,033367775,drmike@ms24.hinet.net,,22.75753,120.26594
381,381,382,日安動物醫院,桃園市桃園區永安路267號之1 room,洪聲,033335723,frah@tpts6.seed.net.tw,,22.75753,120.26594
382,382,383,泰安動物醫院,桃園市桃園區復興街44號 room,羅崇誠,033372939,vetlcc889@gmail.com,,22.75753,120.26594
383,383,384,惠犬動物醫院error,桃園市桃園區中山里23鄰中山路746號 room,許國憲,032173469,hueyvet@ms38.hinet.net,,22.75753,120.26594
384,384,385,高生動物醫院,桃園市桃園區泰山里2鄰中山路419號 room,林獻霖,033387799,hivet3387799@gmail.com,,22.75753,120.26594
385,385,386,陳獸醫院,桃園市桃園區復興路228號1樓 room,陳聖傑,033331119,jvet525@gmail.com,,22.75753,120.26594
386,386,387,新世紀獸醫院,桃園市桃園區萬壽路三段179號 room,鄭中楷,033328100,a0928836853@gmail.com,,22.75753,120.26594
387,387,388,哲安動物醫院,桃園市桃園區中山路632號 room,張哲維,03-3337785,chungcccboy@hotmail.com,,22.75753,120.26594
388,388,389,大安動物醫院,桃園市桃園區三民路一段24號一樓 room,丘立信,3335025,drdawn@hotmail.com.tw,,22.75753,120.26594
389,389,390,永安動物醫院,桃園市桃園區永安路554號 room,廖宜銘,03-3377332,h1243859@ms34.hinet.net,,22.75753,120.26594
390,390,391,柏林動物醫院,桃園市桃園區龍安街68號 room,邱明璨,03-3699623,h61714.n61525@msa.hinet.net,,22.75753,120.26594
391,391,392,元氣動物醫院,桃園市桃園區三民路三段381號 room,陳俊雄,03-3333816,genki.dr.t@gmail.com,,22.75753,120.26594
392,392,393,奇昀動物醫院,桃園市桃園區朝陽里民生路374號 room,許嘉珍,03-3313170,chwvetclinic@yahoo.com.tw,,22.75753,120.26594
393,393,394,大禾動物醫院,桃園市桃園區豐林里建國路218號之1 room,官千祐,03-3625122,,,22.75753,120.26594
394,394,395,禾原動物醫院,桃園市桃園區大有路159號 room,陳威廷,03-3321695,hyah159@gmail.com,,22.75753,120.26594
395,395,396,吉布動物醫院,桃園市桃園區新埔七街134號 room,張劍明,03-3585664,fish4242002@yahoo.com.tw,,22.75753,120.26594
396,396,397,愛心動物醫院,桃園市桃園區中寧街23號 room,陳建霖,03-3363608,clchen6006@yahoo.com.tw,,22.75753,120.26594
397,397,398,春天動物醫院,桃園市桃園區自強路52號 room,翁亦順,03-3330995,mayflower0104@yahoo.com.tw,,22.75753,120.26594
398,398,399,青山動物醫院,桃園市桃園區春日路229號 room,林明宏,3333637,harry3208@yahoo.com.tw,,22.75753,120.26594
399,399,400,桃鶯動物醫院,桃園市桃園區桃鶯路101號 room,康必達,03-3754339,b831600200@yahoo.com.tw,,22.75753,120.26594
400,400,401,彩虹動物醫院,桃園市桃園區大興西路一段221號 room,陳紫渝,03-3572696,hermione916@yahoo.com.tw,,22.75753,120.26594
401,401,402,寶慶動物醫院,桃園市桃園區寶慶路286號 room,李後杉,03-3011933,hhh333ggg222@yahoo.com.tw,,22.75753,120.26594
402,402,403,聖愛動物醫院,桃園市桃園區大有路445號1樓 room,高曉農,03-3253633,savh9999@gmail.com,,22.75753,120.26594
403,403,404,普羅動物醫院,桃園市桃園區泰成路15號 room,梁文雯,03-3789900,provet99@gmail.com,,22.75753,120.26594
404,404,405,仰望動物醫院,桃園市桃園區莊二街75號 room,陳孝傑,03-3178090,lookuptoah@gmail.com,,22.75753,120.26594
405,405,406,寶建動物醫院,桃園市桃園區桃鶯路79號1樓 room,廖榮銘,3641207,yashin681105@gmail.com,,22.75753,120.26594
406,406,407,達特馬動物醫院,桃園市桃園區國際路一段1172號 room,馬維賢,03-2288884,dr.ma.animal.hospital@gmail.com,,22.75753,120.26594
407,407,408,廣喬動物醫院,桃園市桃園區大興西路二段176號 room,朱富程,3411700,vethospital176@gmail.com,,22.75753,120.26594
408,408,409,樂米動物醫院,桃園市桃園區中正五街206號 room,李文傑,03-3557073,wenjie000427@gmail.com,,22.75753,120.26594
409,409,410,振源動物醫院,桃園市桃園區中山東路215號 room,何俊宏,03-3324825,,,22.75753,120.26594
410,410,411,綠光動物醫院,桃園市桃園區民族路250號 room,張志新,03-3311198,,,22.75753,120.26594
411,411,412,向陽動物醫院,桃園市桃園區豐林里三民路三段579號 room,孫培芳,03-3763376,suffer0928@gmail.com,,22.75753,120.26594
412,412,413,惟心動物醫院,桃園市桃園區大興路207號1樓 room,賴震洋,03-3259001,wecareamc@gmail.com,,22.75753,120.26594
413,413,414,晨曦動物醫院,桃園市桃園區國際路二段194號 room,張偉政,03-3600922,chenshi3600922@gmail.com,,22.75753,120.26594
414,414,415,麻吉動物醫院,桃園市桃園區中山北路4號 room,郭建宏,03-3333314,uu8710555@yahoo.com.tw,,22.75753,120.26594
415,415,416,思邁爾動物醫院寶慶分院,桃園市桃園區寶慶路422號 room,李瑞玲,03-3011616,,,22.75753,120.26594
416,416,417,元氣動物醫院藝文分院,桃園市桃園區莊敬路一段156號 room,沈建璋,03-3553911,genkivet@gmail.com,,22.75753,120.26594
417,417,418,品湛動物醫院,桃園市桃園區民生路495號之9 room,黃永盛,03-3363252,s0921511@gmail.com,,22.75753,120.26594
418,418,419,桃園市寵物商業同業公會,桃園市桃園區中正路836號3樓 room,陳秋榮,03-3576083,jean@garyblue.com.tw,,22.75753,120.26594
419,419,420,桃園市動物保育協會,桃園市桃園區民生郵局第94信箱 room,高曰強,,evaly1903@yahoo.com.tw,,22.75753,120.26594
420,420,421,麥克寵物店,桃園市桃園區同德里中埔一街66號1樓 room,謝傑昌,(03)3015498,msangel209@hotmail.com,,22.75753,120.26594
421,421,422,台灣吉娃娃長期照顧協會,桃園市桃園區健行路116-1號 room,陳雅雯,,tsy870716@gmail.com,,22.75753,120.26594
422,422,423,阿明寵物精品店,桃園市桃園區民生路226號 room,袁國隆,033473363,dog168cat@yahoo.com.tw,,22.75753,120.26594
423,423,424,波米虎動物診所,桃園市桃園區愛三街196號 room,林俐吟,,miko.iii@gmail.com,,22.75753,120.26594
424,424,425,中圓寵物股份有限公司,桃園市桃園區中正路836號 room,陳秋榮,03-3468829,mon@garyblue.com.tw,,22.75753,120.26594
425,425,426,小米動物醫院,桃園市桃園區同安街383號 room,黃思豪,,milletah2018@gmail.com,,22.75753,120.26594
426,426,427,白佳代寵物美容館,桃園市桃園區大興西路二段257號1樓 room,白佳代,03-3022109,a0920315001@gmail.com,,22.75753,120.26594
427,427,428,犬家福寵物店,桃園市桃園區永安路409號之1樓 room,謝明宏,03-3364137,s3364137@yahoo.com.tw,,22.75753,120.26594
428,428,429,佳貝捷動物醫院,桃園市桃園區經國路232號 room,葉乃雍,03-3255525,peteryea.tw@yahoo.com.tw,,22.75753,120.26594
429,429,430,明昇專業犬舍,桃園市桃園區玉山里復興路408號之1 room,楊明華,,yu_feng790408@yahoo.com.tw,,22.75753,120.26594
430,430,431,逗號動物醫院,桃園市桃園區中山路517號 room,鍾沂勳,03-3322212,doghouse.public@gmail.com,,22.75753,120.26594
431,431,432,福氣貓寵物生活館,桃園市桃園區中正路360號之1 room,卓陳秀櫻,0986322206,vipbaby1314@yahoo.com.tw,,22.75753,120.26594
432,432,433,小果苗動物醫院,桃園市桃園區南平路512號 room,畢維剛,033577027,vetldc@gmail.com,,22.75753,120.26594
433,433,434,東震犬舍,桃園市桃園區中德里國際路一段975巷10號1樓 room,鄭琨鏹,032184955,edith77025@gmail.com,,22.75753,120.26594
434,434,435,桃園市推廣動物保護協會,桃園市桃園區林森路28號1樓 room,宋美玲,0938815550,fishandcat38@gmail.com,,22.75753,120.26594
435,435,436,星光貓寵物幸福館error,桃園市桃園區民光路818號 room,王信響,,mirukumiangel@gmail.com,,22.75753,120.26594
436,436,437,幸福腳印寵物坊,桃園市桃園區桃園區中路里國際路2段186號 room,黃仲毅,,,,22.75753,120.26594
437,437,438,中信動物醫院,桃園市中壢區環中東路二段380號1樓 room,諸葛孝民,034597245,shiawmin@yahoo.com.tw,,22.75753,120.26594
438,438,439,宏安動物醫院,桃園市中壢區桃園市中壢區延平路265號1樓 room,向忠川,034253071,f8752537@ms37.hinet.net,,22.75753,120.26594
439,439,440,中原動物醫院,桃園市中壢區環北路447號 room,鄧如意,034512927,ian29272000@yahoo.com.tw,,22.75753,120.26594
440,440,441,中山動物醫院,桃園市中壢區延平路583號 room,林建良,034616669,abspet@yahoo.com.tw,,22.75753,120.26594
441,441,442,中興動物醫院,桃園市中壢區民族路246號2樓 room,陳順安,034941312,,,22.75753,120.26594
442,442,443,長生動物醫院,桃園市中壢區環中東路2段24號 room,洪衍成,034566941,dr.hong560115@gmail.com,,22.75753,120.26594
443,443,444,天一動物醫院,桃園市中壢區中華路一段426號 room,陳英偉,03-4512480,vetvic@gmail.com,,22.75753,120.26594
444,444,445,恆星獸醫院,桃園市八德區龍文街35巷2號 room,黃定澤,03-4561992,aa0963430985@gmail.com,,22.75753,120.26594
445,445,446,圓霖動物醫院,桃園市桃園區中正路836號 room,張偉政,03-3177608,easyvet3@m1.sayhi.net,,22.75753,120.26594
446,446,447,中央動物醫院,桃園市中壢區中央西路二段84號 room,謝許來,(03)4953214,central.dvm@msa.hinet.net,,22.75753,120.26594
447,447,448,康淇動物醫院,桃園市中壢區元化路2段47號 room,吳軍廷,034278606,dora2288@yahoo.com.tw,,22.75753,120.26594
448,448,449,中泰家畜醫院,桃園市中壢區中華路1段408號 room,童孟德,4550405,autobm735@yahoo.com.tw,,22.75753,120.26594
449,449,450,中壢太樸動物醫院,桃園市中壢區中北路51號 room,曾羿瑞,03-4569911,flyingtiggervet@gmail.com,,22.75753,120.26594
450,450,451,環東動物醫院,桃園市中壢區榮民路167號 room,何炳松,4332339,a0912733455@yahoo.com.tw,,22.75753,120.26594
451,451,452,台灣樂活動物協會,桃園市楊梅區永平里青山三街65巷2弄8號 room,劉玉佳,03-4964139,servicelaa@gmail.com,,22.75753,120.26594
452,452,453,恆生動物醫院,桃園市中壢區興南里中美路一段13號 room,呂雨霏,03-4251893,sam10930@yahoo.com.tw,,22.75753,120.26594
453,453,454,呈品動物醫院,桃園市中壢區中豐路359號 room,曾麗蓉,03-2806070,vet107338@gmail.com,,22.75753,120.26594
454,454,455,人人動物醫院中壢分院,桃園市中壢區龍岡路二段69號 room,黃鼎文,03-4686811,peoplevh@gmail.com,,22.75753,120.26594
455,455,456,聖仁動物醫院,桃園市中壢區忠孝路285號 room,陳元山,03-4628655,,,22.75753,120.26594
456,456,457,磨鼻子動物醫院,桃園市中壢區延平路18、20號 room,陳宇元,03-4535740,free77613@hotmail.com,,22.75753,120.26594
457,457,458,牛棚寵物沙龍,桃園市中壢區龍岡路一段94號 room,牛小冬,03-4686722,,,22.75753,120.26594
458,458,459,吉莉安動物醫院,桃園市中壢區新生路630號 room,高珮苓,03-4631281,gilliankao@hotmail.com,,22.75753,120.26594
459,459,460,雪坊寵物用品店,桃園市中壢區龍東路479號1樓 room,張慧芬,,chiafang19830202@gmail.com,,22.75753,120.26594
460,460,461,皇家寶貝貓舍,桃園市中壢區後寮二路237號 room,張維真,,,,22.75753,120.26594
461,461,462,粗粗犬舍,桃園市中壢區新中北路469巷102號 room,黃小鈴,,selene52099@yahoo.com.tw,,22.75753,120.26594
462,462,463,妙春寵物店,桃園市中壢區環中東路708巷8弄2號 room,江坤霖,03-4383661,,,22.75753,120.26594
463,463,464,年糕姐的寵物店,桃園市中壢區新生路161號 room,羅仲軒,03-4272562,c0985487244@yahoo.com.tw,,22.75753,120.26594
464,464,465,富利勝水族寵物有限公司,桃園市中壢區環中東路2段770號 room,林朝國,03-4584185,,,22.75753,120.26594
465,465,466,薇妮寵物生活館,桃園市中壢區福德里成章一街17號1樓 room,曾素英,03-4529055,,,22.75753,120.26594
466,466,467,承澤寵物有限公司,桃園市中壢區中北路80號 room,唐雅雯,03-4162269,allen_017@yahoo.com.tw,,22.75753,120.26594
467,467,468,吉旺寵物精品坊,桃園市中壢區明德路272號 room,王彥傑,4916199,,,22.75753,120.26594
468,468,469,夏綠蒂貓咪生活館,桃園市中壢區松智路59號 room,王櫻蒨,,amazontw981211@gmail.com,,22.75753,120.26594
469,469,470,絲絨天使貓咪館error,桃園市中壢區龍陵路31號之1樓 room,吳佩珍,,silkyangel.ragdoll@m2k.com.tw,,22.75753,120.26594
470,470,471,酷比貓舍,桃園市中壢區松仁路183號 room,張正中,0972877771,abcd648954@gmail.com,,22.75753,120.26594
471,471,472,湛藍布偶貓舍,桃園市中壢區永福里西園路118-5號1樓 room,蔡柏彥,,,,22.75753,120.26594
472,472,473,舞颯琪企業社,桃園市中壢區華安路44號1樓 room,林志昌,,cuteluna01@gmail.com,,22.75753,120.26594
473,473,474,伯宜斯寵物國際有限公司,桃園市中壢區中園路120號1樓 room,陳政鴻,03-4625272,,,22.75753,120.26594
474,474,475,領航動物醫院,桃園市中壢區領航南路一段168號 room,林祐瑋,034222068,retrovirus888@gmail.com,,22.75753,120.26594
475,475,476,青青動物醫院,桃園市中壢區洽溪里7鄰永能路35號 room,李宗峰,032872330,chingching2330@gmail.com,,22.75753,120.26594
476,476,477,萌萌窩貓舍,桃園市中壢區過嶺里松信路190號 room,翁筠炘,0915703753,,,22.75753,120.26594
477,477,478,萌家國際貿易有限公司,桃園市中壢區普忠路581巷25號 room,李黛齡,,mina1317@hotmail.com,,22.75753,120.26594
478,478,479,夢遊仙境寵物精品館,null room,,,,,0.0,0.0
479,479,480,聯眾動物醫院,桃園市大溪區文化路79號 room,葉秉諺,033887799,dog989@ms38.hinet.net,,22.75753,120.26594
480,480,481,仟祐動物醫院,桃園市大溪區介壽路796號 room,李協彥,033804477,parvo@yahoo.com.tw,,22.75753,120.26594
481,481,482,台灣狗腳印幸福聯盟,桃園市大溪區瑞仁路290巷436號 room,柯平華,03-3801414,tpds717@gmail.com,,22.75753,120.26594
482,482,483,櫂振寵物店,桃園市大溪區仁文里介壽路979號 room,張櫂振,,dasheng.tw70@yahoo.com,,22.75753,120.26594
483,483,484,夢翔起飛寵物樂活館,桃園市大溪區仁和里員林路一段221號 room,陳聖翔,,,,22.75753,120.26594
484,484,485,傑盛愛犬訓練學苑,桃園市大溪區埔頂路一段230號 room,林子涵,0937197195,799jyr@gmail.com,,22.75753,120.26594
485,485,486,崇恩動物醫院,桃園市楊梅區埔心光華里文化街32號 room,徐偉廷,034823627,everydaylife4823627@gmail.com,,22.75753,120.26594
486,486,487,楊梅動物醫院,桃園市楊梅區中山路21號 room,古景友,034855343,drkcy842@gmail.com,,22.75753,120.26594
487,487,488,嘉興獸醫院,桃園市楊梅區永平里中山北路二段382號 room,許時嘉,034820808,s4820808@gmail.com,,22.75753,120.26594
488,488,489,人人動物醫院埔心分院,桃園市楊梅區埔心里永美路274號 room,吳俊瑩,03-4315700,vetdun.pusin@msa.hinet.net,,22.75753,120.26594
489,489,490,東昇動物醫院,桃園市楊梅區新成路109號 room,黃莉,03-4850171,lee435035@yahoo.com.tw,,22.75753,120.26594
490,490,491,富岡吉娃娃犬舍,桃園市楊梅區中正路499號 room,謝萬枝,0932-108511,twgiwawa499@yahoo.com.tw,,22.75753,120.26594
491,491,492,知日吉娃娃犬舍,桃園市楊梅區瑞坪里蘋果路166號 room,羅智聰,,h1996130@gmail.com,,22.75753,120.26594
492,492,493,芬迪巨犬家族坊,桃園市楊梅區瑞坪里梅獅路二段469號 room,范鈞智,,fandy.fan@gmail.com,,22.75753,120.26594
493,493,494,億昇昌有限公司,桃園市楊梅區永美路490號 room,林朝國,03-4312601,tommaslove79050612@gmail.com,,22.75753,120.26594
494,494,495,高峰犬舍,桃園市楊梅區富裕路258號 room,謝乾宗,03-4725607,,,22.75753,120.26594
495,495,496,傳奇寵物生活館error,null room,黃榮華,,0986578053,,0.0,0.0
496,496,497,南崁動物醫院,桃園市蘆竹區錦興村中正路379號 room,吳德晃,033520136,slk230r@iris.seed.net.tw,,22.75753,120.26594
497,497,498,中華動物醫院,桃園市蘆竹區南榮村9鄰中正路229號 room,林庭光,033522669,cobraa@ms39.hinet.net,,22.75753,120.26594
498,498,499,設想動物醫院,桃園市蘆竹區南順七街22號1樓 room,林耿玄,03-2225859,hofapet@gmail.com,,22.75753,120.26594
499,499,500,新時代動物醫院,桃園市蘆竹區中正路337號 room,林明聰,03-3522257,gn00316794@yahoo.com.tw,,22.75753,120.26594
500,500,501,湖光動物醫院,桃園市蘆竹區桃園街178號 room,陳雪萍,03-3528861,animals5007@gmail.com,,22.75753,120.26594
501,501,502,元氣動物醫院南崁分院,桃園市蘆竹區中正路352號 room,謝景緒,03-2229198,,,22.75753,120.26594
502,502,503,喜樂地動物醫院,桃園市蘆竹區大竹路319號 room,邱奕貴,03-3132012,sheltie@seed.net.tw,,22.75753,120.26594
503,503,504,牧羊人動物醫院,桃園市蘆竹區南順五街11號 room,黃敏銓,03-3127227,vm_joe@yahoo.com.tw,,22.75753,120.26594
504,504,505,樂福動物醫院,桃園市蘆竹區中山路12號之1樓 room,周浩群,03-2225081,,,22.75753,120.26594
505,505,506,官老爺犬舍,桃園市蘆竹區中興里興福街48號 room,官弘奇,0938311579,lord.kuan@hotmail.com,,22.75753,120.26594
506,506,507,高猋犬舍,桃園市蘆竹區蘆竹里13鄰108之35號 room,黃薛秀經,0937110559,,,22.75753,120.26594
507,507,508,寶寵犬舍行,桃園市蘆竹區福林街146巷146號 room,陳錦順,03-3133329,v019011@mail.tycg.gov.tw,,22.75753,120.26594
508,508,509,親龍水族企業社,桃園市蘆竹區南崁路一段284號 room,林寶蓮,03-3112958,Blueworld284@gmail.com,,22.75753,120.26594
509,509,510,金冠霖寵物有限公司,桃園市蘆竹區錦中里南崁路一段24號之1樓 room,呂鳳仙,03-2120017,vicky54782@gmail.com,,22.75753,120.26594
510,510,511,棉花田寵物商行,桃園市蘆竹區大竹路426號之8 room,郭岳光,,,,22.75753,120.26594
511,511,512,酷比寵物生活館,桃園市蘆竹區吉祥里南祥路380號 room,林阿鑾,,,,22.75753,120.26594
512,512,513,春風動物醫院,桃園市蘆竹區大新路171號1樓 room,駱君樺,033138014,brisavet@icloud.com,,22.75753,120.26594
513,513,514,守足動物醫院,桃園市蘆竹區桃園市蘆竹區上興路61號 room,,,,,22.75753,120.26594
514,514,515,林獸醫動物診所,桃園市大園區大園里中山南路75巷14號 room,林孟喬,033867960,chiao.14466@msa.hinet.net,,22.75753,120.26594
515,515,516,麗園動物醫院大園分院,桃園市大園區中正東路5號 room,吳翰忠,03-3855577,vmputiko@gmail.com,,22.75753,120.26594
516,516,517,人人動物醫院大園分院,null room,,,,,0.0,0.0
517,517,518,維特動物醫院,null room,,,,,0.0,0.0
518,518,519,欣欣動物醫院,桃園市龜山區萬壽路二段918號 room,鄧之烜,033500683,sinsin3500683@yahoo.com.tw,,22.75753,120.26594
519,519,520,聖恩動物醫院,桃園市龜山區萬壽路二段1141號 room,吳明海,033507425,W8365@ms38.hinet.net,,22.75753,120.26594
520,520,521,信安動物醫院,桃園市龜山區新路村自強南路八十二號 room,王可喬,03-3503075,j1415o@yahoo.com.tw,,22.75753,120.26594
521,521,522,長春動物醫院,桃園市龜山區萬壽路2段960號 room,范長春,033298323,spring30005@yahoo.com.tw,,22.75753,120.26594
522,522,523,藍世界動物醫院,桃園市龜山區忠義路二段519號 room,陳朝宜,03-2115167,jachychen@hotmail.com,,22.75753,120.26594
523,523,524,琪欣動物醫院,桃園市龜山區文化三路99號 room,張琪?,03-3979825,frank66888@yahoo.com.tw,,22.75753,120.26594
524,524,525,禾風犬舍,桃園市龜山區大華里興華三街101號1樓 room,蘇暉晶,,do707a@yahoo.com.tw,,22.75753,120.26594
525,525,526,寵物王國股份有限公司龜山巨蛋分公司,桃園市龜山區萬壽路二段1379號 room,蘇淑雲,03-3490666,,,22.75753,120.26594
526,526,527,寵物王國股份有限公司龜山復興分公司,桃園市龜山區復興一路349、351、353號1樓 room,蘇淑雲,03-3975001,carriejoy5059@gmail.com,,22.75753,120.26594
527,527,528,三顧貓盧寵物生活館,桃園市龜山區兔坑里茶專路172巷9號 room,邱亞君,,,,22.75753,120.26594
528,528,529,科基犬舍,桃園市龜山區萬壽路2段499巷60號 room,李詩郎,,corgi.lee1217@yahoo.com.tw,,22.75753,120.26594
529,529,530,麒麟寵物殿,桃園市龜山區龜山里自強西路84號 room,李秋華,,a52931314@yahoo.com.tw,,22.75753,120.26594
530,530,531,進安動物醫院,桃園市八德區介壽路二段274號之1 room,蔡承郁,033642686,etsai533@ms38.hinet.net,,22.75753,120.26594
531,531,532,和平動物醫院,桃園市八德區介壽路二段113號 room,黃瑞和,033635820,a0918718966@gmail.com,,22.75753,120.26594
532,532,533,仁愛動物醫院,桃園市八德區瑞發里介壽街二段1087號 room,沈櫻祿,03-3650149,sheninlu@ms17.hinet.net,,22.75753,120.26594
533,533,534,凱特動物醫院,桃園市八德區八德區東勇街40號 room,王妍,032183833,r89629021@ntu.edu.tw,,22.75753,120.26594
534,534,535,立仁動物醫院,桃園市八德區公園路30號 room,王勝昌,03-3620221,keudddo@giga.net.tw,,22.75753,120.26594
535,535,536,杏旺動物醫院,桃園市八德區介壽路一段731號 room,黃俊寅,03-3779015,hugyiny@yahoo.com.tw,,22.75753,120.26594
536,536,537,人人動物醫院八德分院,桃園市八德區介壽路一段693號 room,溫仁光,03-3661314,kaungjimmy33@icloud.com,,22.75753,120.26594
537,537,538,丹尼爾動物醫院,桃園市八德區介壽路一段248-1號 room,徐丹尼,03-3662215,danielanimalhospital@gmail.com,,22.75753,120.26594
538,538,539,維尼動物醫院,桃園市八德區介壽路二段1091號 room,吳天惇,03-3659250,ricky91125@msn.com,,22.75753,120.26594
539,539,540,巨大緬因貓舍,null room,,,,,0.0,0.0
540,540,541,旺旺動物醫院,桃園市龍潭區龍潭村12鄰龍元路58號 room,曾永昌,034703048,a4703048@gmail.com,,22.75753,120.26594
541,541,542,人人動物醫院,桃園市龍潭區龍潭里北龍路122號 room,鄧福根,03-4895900,vetdun@ms39.hinet.net,,22.75753,120.26594
542,542,543,徐犬貓專科醫院,桃園市龍潭區中山村中豐路中山段13號 room,徐永林,03-4092158,kavin831015@yahoo.com.tw,,22.75753,120.26594
543,543,544,梁動物醫院,桃園市龍潭區東龍路136號 room,梁昌渠,03-4792945,rh111.tw@yahoo.com.tw,,22.75753,120.26594
544,544,545,泛亞動物醫院,桃園市龍潭區東龍路285號 room,謝振達,03-4803728,hasiowenlu@kimo.com,,22.75753,120.26594
545,545,546,美妮洛飛傑克犬舍,桃園市龍潭區大昌路一段75巷81弄2之1號 room,李淑美,0920489981,a0920489981@gmail.com,,22.75753,120.26594
546,546,547,皇族犬舍,桃園市龍潭區龍潭里龍元路35號 room,徐正威,03-4801718,gary200667@gmail.com,,22.75753,120.26594
547,547,548,假日貓坊,桃園市龍潭區百年路33號 room,謝兵宗,,sy_1120@yahoo.com.tw,,22.75753,120.26594
548,548,549,巧宜寵物店,桃園市龍潭區龍潭區中豐路上林段537號 room,葉家瑋,,H123378090,,22.75753,120.26594
549,549,550,大業動物醫院,桃園市平鎮區延平路二段294號 room,葉翹瑜,034946888,victor48@ms21.hinet.net,,22.75753,120.26594
550,550,551,振生動物診所,桃園市平鎮區金陵路109號 room,張堂震,034594320,vetjtg@gmail.com,,22.75753,120.26594
551,551,552,游動物醫院,桃園市平鎮區新勢里14鄰中原路147號 room,游明俊,034226466,dryuvet@ms38.hinet.net,,22.75753,120.26594
552,552,553,佑安動物醫院,桃園市平鎮區民族路二段29號 room,李志峰,03-4930606,yourpet@mail.tbcnet.net,,22.75753,120.26594
553,553,554,冠友動物醫院,桃園市平鎮區中豐路南勢二段150號 room,莊鴻烈,03-4392983,kj4397957@yahoo.com.tw,,22.75753,120.26594
554,554,555,美生動物醫院,桃園市平鎮區環南路460之3號 room,謝佩文,03-4938523,,,22.75753,120.26594
555,555,556,新興動物醫院,桃園市平鎮區延平路一段65號 room,宋洪隆,03-4222594,shl3211@yahoo.com.tw,,22.75753,120.26594
556,556,557,芭芭拉寵物生活館,桃園市平鎮區環南路150號 room,范姜淑惠,034025500,,,22.75753,120.26594
557,557,558,中原犬舍,桃園市平鎮區中豐路南勢二段96號之1 room,黃瑞雯,03-4393286,,,22.75753,120.26594
558,558,559,林小貓之家,桃園市楊梅區桃園市楊梅區文化街92號 room,林昭明,,toysbaby01@gmail.com,,22.75753,120.26594
559,559,560,慶昇昌有限公司,桃園市平鎮區中豐路山頂段80號 room,林朝尉,03-4193989,,,22.75753,120.26594
560,560,561,寶寶貓園,桃園市平鎮區東安里龍南路430巷47號之1 room,張振綱,,,,22.75753,120.26594
561,561,562,優雅繁殖買賣用品店,桃園市平鎮區新富里德育路二段124巷19弄9號1樓 room,林利貞,033853880,s2219125762019@gmail.com,,22.75753,120.26594
562,562,563,原野動物醫院,桃園市平鎮區廣德街12號 room,陳凌,,wildanimaltw@gmail.com,,22.75753,120.26594
563,563,564,中豐寵物商行,null room,,,,,0.0,0.0
564,564,565,童話布偶貓舍,null room,詹子儀,,x1111110@yahoo.com.tw,,0.0,0.0
565,565,566,艾茂精品貓館,null room,賴允中,,memeisgod1@gmail.com,,0.0,0.0
566,566,567,明亮哈士奇犬舍,桃園市新屋區赤欄村6鄰中山西路二段246號 room,曾紫洋,,,,22.75753,120.26594
567,567,568,法鬥天王犬舍,桃園市觀音區東大路163號 room,黃永盛,,,,22.75753,120.26594
568,568,569,升元動物醫院,新竹縣竹北市竹仁里中正東路318號 room,鄭文星,03-5555570,barry860831@yahoo.com.tw,,22.75753,120.26594
569,569,570,超群動物醫院,新竹縣竹北市中正東路105號 room,鍾劭孟,03-5529277,c6524@yahoo.com.tw,,22.75753,120.26594
570,570,571,里仁動物醫院,新竹縣竹北市文興路一段71號 room,范皓森,,jamesfanhs@gmail.com,,22.75753,120.26594
571,571,572,大雄動物醫院,新竹縣竹北市華興街257號 room,廖洲億,03-5551290,daxiong.ah691@msa.hinet.net,,22.75753,120.26594
572,572,573,博恩動物醫院,新竹縣竹北市科大一路286號 room,莊博智,03-5583646,poenvet.ah286@msa.hinet.net,,22.75753,120.26594
573,573,574,大千動物醫院,新竹縣竹北市成功八路128號 room,王文亮,03-6682529,daqianimal@gmail.com,,22.75753,120.26594
574,574,575,樂寶動物醫院,新竹縣竹北市自強北路50號 room,范嘉麟,03-5505050,lepaoah@gmail.com,,22.75753,120.26594
575,575,576,品澤動物醫院,新竹縣竹北市中華路875號1樓 room,蔣若涵,03-5553259,anny1975.vet@gmail.com,,22.75753,120.26594
576,576,577,佳恩動物醫院,新竹縣竹北市嘉豐五路一段168號 room,侯佳君,03-6673995,prestigevetclin@gmail.com,,22.75753,120.26594
577,577,578,聚點寵物生活館,新竹縣竹北市鹿場里11鄰成功十一街116號1樓 room,葉秀真,0916567755,ty989230@gmail.com,,22.75753,120.26594
578,578,579,森寵動物醫院竹北分院,新竹縣竹北市中正東路140之2號 room,羅以婷,,F0265@ettoday.net,,22.75753,120.26594
579,579,580,鼻爾動物醫院,新竹縣竹北市博愛街448號 room,黃詩婷,,pierre515756@gmail.com,,22.75753,120.26594
580,580,581,傑昇動物醫院,新竹縣竹東鎮中興路一段189號 room,張國良,03-5828643,,,22.75753,120.26594
